client_id,sexe,age,situation_familiale,nombre_enfants,niveau_etude,secteur_activite,revenu_mensuel,montant_pret,duree_pret,taux_interet,but_du_pret,historique_defaut,remboursement_pret_prec,score_credit,zone_residentielle,contact_telephone,co_emprunteur,delai_remboursement
709,M,30,Célibataire,0,Aucun,Agriculture,174280,143544,18,11.9,Achat équipement,Non,Aucun,95,Rurale,Oui,Non,Oui
710,F,51,Célibataire,0,Primaire,Services,146222,252011,12,17.3,Achat équipement,Non,Oui,86,Urbaine,Oui,Non,Oui
711,F,62,Veuf/veuve,2,Secondaire,Artisanat,197736,372300,18,4.6,Urgence,Oui,Oui,67,Rurale,Oui,Non,Non
712,F,39,Divorcé(e),4,Aucun,Artisanat,246514,205830,12,6.3,Achat équipement,Non,Oui,50,Rurale,Oui,Oui,Oui
713,M,40,Marié(e),1,Aucun,Commerce,248962,587984,6,8.5,Urgence,Oui,Oui,52,Rurale,Oui,Non,Non
714,M,68,Célibataire,0,Secondaire,Commerce,257357,194732,6,15.2,Stock,Non,Oui,62,Rurale,Oui,Non,Oui
715,M,20,Célibataire,0,Aucun,Agriculture,159954,308295,24,16.5,Urgence,Non,Aucun,92,Rurale,Oui,Oui,Oui
716,F,59,Célibataire,2,Secondaire,Artisanat,164997,532550,12,12.8,Urgence,Oui,Oui,57,Urbaine,Oui,Non,Non
717,F,51,Célibataire,0,Secondaire,Agriculture,103862,94035,18,9.7,Achat équipement,Non,Aucun,67,Rurale,Non,Non,Oui
718,F,49,Divorcé(e),2,Primaire,Agriculture,159447,501378,12,13.5,Stock,Oui,Oui,79,Rurale,Oui,Oui,Non
719,M,62,Célibataire,5,Primaire,Commerce,161589,364054,12,6.9,Stock,Oui,Oui,30,Rurale,Oui,Oui,Non
720,F,68,Marié(e),0,Aucun,Commerce,142971,67491,18,10.7,Stock,Non,Aucun,49,Rurale,Oui,Oui,Non
721,F,66,Célibataire,1,Secondaire,Agriculture,142692,546602,6,11.4,Capital démarrage,Oui,Oui,94,Rurale,Oui,Oui,Non
722,M,38,Veuf/veuve,1,Aucun,Artisanat,78138,71558,18,5.9,Urgence,Non,Aucun,80,Rurale,Non,Oui,Oui
723,M,63,Marié(e),2,Primaire,Artisanat,99485,333369,18,5.0,Achat équipement,Oui,Aucun,80,Urbaine,Oui,Non,Non
724,F,61,Divorcé(e),2,Primaire,Commerce,182672,76967,12,14.6,Capital démarrage,Oui,Aucun,50,Rurale,Oui,Oui,Non
725,F,38,Marié(e),0,Aucun,Commerce,184924,89160,12,11.7,Achat équipement,Oui,Oui,86,Urbaine,Oui,Non,Non
726,F,61,Marié(e),1,Primaire,Services,208983,537962,6,9.0,Capital démarrage,Non,Oui,52,Urbaine,Oui,Oui,Oui
727,M,28,Célibataire,2,Secondaire,Agriculture,164466,471204,12,10.4,Stock,Oui,Oui,66,Rurale,Oui,Non,Non
728,F,56,Marié(e),2,Primaire,Artisanat,180699,158317,6,17.4,Capital démarrage,Non,Oui,75,Rurale,Non,Oui,Oui
729,M,21,Marié(e),1,Supérieur,Agriculture,255030,391257,12,9.7,Stock,Non,Oui,77,Rurale,Oui,Non,Oui
730,M,68,Marié(e),1,Secondaire,Agriculture,176825,487073,24,5.9,Capital démarrage,Oui,Oui,72,Rurale,Oui,Oui,Non
731,M,18,Célibataire,2,Primaire,Commerce,142075,539274,12,10.8,Achat équipement,Oui,Oui,61,Rurale,Oui,Non,Non
732,F,45,Célibataire,2,Primaire,Artisanat,108543,307568,18,13.2,Achat équipement,Non,Oui,37,Urbaine,Non,Oui,Non
733,F,41,Marié(e),3,Primaire,Agriculture,227848,543624,12,4.7,Capital démarrage,Non,Aucun,66,Rurale,Oui,Non,Oui
734,M,52,Marié(e),1,Secondaire,Agriculture,77799,329317,6,9.0,Urgence,Non,Aucun,32,Rurale,Oui,Oui,Non
735,M,30,Marié(e),2,Primaire,Commerce,129694,428525,12,9.8,Urgence,Non,Oui,73,Rurale,Oui,Non,Oui
736,F,64,Célibataire,0,Supérieur,Commerce,205114,588466,18,10.8,Capital démarrage,Non,Aucun,50,Urbaine,Oui,Oui,Oui
737,M,51,Marié(e),1,Secondaire,Commerce,65606,179773,6,8.6,Urgence,Non,Oui,62,Rurale,Oui,Oui,Oui
738,F,28,Célibataire,1,Primaire,Agriculture,143138,142686,18,13.5,Achat équipement,Non,Oui,57,Rurale,Non,Oui,Oui
739,M,53,Célibataire,0,Secondaire,Commerce,187750,238110,12,17.3,Urgence,Oui,Oui,73,Rurale,Oui,Non,Non
740,M,68,Marié(e),2,Primaire,Agriculture,156999,140419,6,16.8,Capital démarrage,Oui,Aucun,53,Rurale,Oui,Oui,Non
741,M,34,Célibataire,1,Secondaire,Agriculture,121038,206289,12,13.5,Urgence,Non,Oui,68,Urbaine,Oui,Oui,Oui
742,M,52,Célibataire,1,Primaire,Commerce,144393,458641,12,11.3,Capital démarrage,Non,Oui,67,Urbaine,Non,Non,Oui
743,F,35,Marié(e),2,Aucun,Commerce,229019,312638,12,15.6,Achat équipement,Oui,Aucun,65,Urbaine,Oui,Oui,Non
744,M,57,Célibataire,0,Aucun,Agriculture,289882,256272,18,15.8,Stock,Non,Oui,70,Rurale,Oui,Non,Oui
745,M,39,Célibataire,0,Secondaire,Agriculture,188369,252798,18,15.7,Achat équipement,Non,Aucun,46,Rurale,Oui,Oui,Non
746,F,41,Célibataire,2,Primaire,Commerce,60702,156991,18,6.6,Achat équipement,Non,Oui,47,Rurale,Non,Non,Non
747,M,36,Célibataire,1,Supérieur,Agriculture,214086,296076,18,4.8,Capital démarrage,Non,Aucun,86,Rurale,Oui,Non,Oui
748,M,54,Célibataire,2,Aucun,Agriculture,156216,393549,24,17.8,Achat équipement,Non,Non,41,Rurale,Oui,Oui,Non
749,F,56,Marié(e),1,Primaire,Commerce,114274,126535,24,17.5,Achat équipement,Oui,Aucun,95,Urbaine,Oui,Oui,Non
750,F,38,Célibataire,3,Aucun,Agriculture,131983,585047,6,12.1,Urgence,Non,Aucun,62,Urbaine,Oui,Non,Oui
751,M,25,Célibataire,0,Primaire,Agriculture,134532,293804,12,17.9,Capital démarrage,Oui,Aucun,52,Rurale,Oui,Non,Non
752,F,45,Marié(e),2,Primaire,Artisanat,95349,571378,6,14.9,Urgence,Non,Oui,77,Rurale,Oui,Non,Oui
753,F,22,Marié(e),3,Aucun,Artisanat,176215,124062,12,11.5,Capital démarrage,Non,Aucun,56,Rurale,Oui,Non,Oui
754,M,34,Veuf/veuve,1,Secondaire,Commerce,289688,471968,24,9.8,Urgence,Non,Aucun,70,Urbaine,Oui,Oui,Oui
755,M,54,Marié(e),0,Primaire,Commerce,114048,389700,6,12.5,Urgence,Non,Oui,83,Urbaine,Oui,Non,Oui
756,F,53,Marié(e),2,Primaire,Artisanat,287840,501035,18,11.5,Stock,Non,Aucun,75,Rurale,Oui,Non,Oui
757,F,36,Marié(e),0,Primaire,Services,192487,380372,18,17.9,Achat équipement,Oui,Oui,71,Rurale,Oui,Non,Non
758,M,44,Marié(e),0,Secondaire,Commerce,174426,579560,6,11.1,Urgence,Oui,Oui,74,Rurale,Oui,Non,Non
759,F,51,Marié(e),2,Aucun,Agriculture,160682,394812,12,15.8,Stock,Non,Oui,65,Rurale,Oui,Non,Oui
760,F,28,Célibataire,2,Primaire,Commerce,131631,481532,12,15.5,Urgence,Non,Non,77,Rurale,Oui,Non,Oui
761,M,62,Célibataire,0,Primaire,Commerce,197511,532669,6,5.5,Urgence,Non,Oui,48,Urbaine,Non,Non,Non
762,M,64,Célibataire,2,Secondaire,Commerce,211318,443020,12,5.7,Stock,Non,Oui,86,Rurale,Non,Oui,Oui
763,M,29,Divorcé(e),3,Secondaire,Commerce,34491,338330,12,13.4,Stock,Non,Oui,62,Rurale,Oui,Oui,Non
764,F,38,Marié(e),1,Primaire,Artisanat,332582,200049,12,8.0,Stock,Non,Non,67,Urbaine,Oui,Oui,Oui
765,M,28,Marié(e),3,Primaire,Commerce,71340,519970,6,13.4,Achat équipement,Non,Aucun,60,Urbaine,Non,Non,Non
766,F,56,Marié(e),0,Secondaire,Agriculture,148660,314318,12,6.5,Achat équipement,Non,Oui,74,Urbaine,Oui,Non,Oui
767,F,45,Marié(e),0,Supérieur,Agriculture,26502,391389,6,9.9,Urgence,Non,Non,80,Rurale,Oui,Oui,Non
768,F,22,Célibataire,1,Secondaire,Commerce,163925,93574,18,5.9,Achat équipement,Non,Oui,50,Rurale,Oui,Oui,Oui
769,M,34,Célibataire,1,Supérieur,Agriculture,152312,323543,12,8.3,Stock,Non,Oui,63,Rurale,Oui,Oui,Oui
770,F,37,Veuf/veuve,1,Secondaire,Agriculture,149298,433986,18,5.7,Capital démarrage,Non,Oui,67,Rurale,Oui,Oui,Oui
771,M,58,Marié(e),2,Secondaire,Agriculture,198260,371239,18,17.6,Achat équipement,Non,Oui,71,Rurale,Non,Non,Oui
772,F,63,Marié(e),0,Primaire,Agriculture,165371,296705,18,9.8,Stock,Non,Aucun,60,Rurale,Oui,Non,Oui
773,M,29,Veuf/veuve,0,Primaire,Services,212305,172885,12,16.7,Stock,Non,Non,58,Urbaine,Oui,Non,Oui
774,M,23,Célibataire,1,Aucun,Agriculture,105760,220318,12,17.6,Stock,Non,Oui,78,Rurale,Oui,Non,Oui
775,F,34,Divorcé(e),3,Secondaire,Agriculture,184642,435343,12,16.8,Stock,Non,Oui,72,Rurale,Non,Non,Oui
776,M,68,Marié(e),1,Supérieur,Agriculture,142099,173304,6,10.6,Urgence,Non,Aucun,68,Rurale,Oui,Non,Oui
777,M,36,Marié(e),2,Secondaire,Commerce,157779,391949,24,15.0,Stock,Non,Oui,83,Urbaine,Non,Non,Oui
778,F,43,Marié(e),1,Primaire,Agriculture,196220,374355,12,6.6,Stock,Non,Oui,44,Rurale,Oui,Non,Non
779,F,65,Célibataire,1,Aucun,Commerce,149741,583729,24,5.8,Urgence,Non,Aucun,76,Rurale,Oui,Non,Oui
780,F,61,Célibataire,2,Primaire,Agriculture,173690,83430,18,16.3,Achat équipement,Non,Aucun,70,Rurale,Oui,Non,Oui
781,F,61,Marié(e),2,Primaire,Commerce,110745,109467,6,4.9,Capital démarrage,Non,Oui,43,Urbaine,Non,Oui,Non
782,M,69,Veuf/veuve,3,Secondaire,Artisanat,245730,328345,18,17.6,Urgence,Non,Oui,82,Urbaine,Oui,Non,Oui
783,M,49,Marié(e),0,Supérieur,Agriculture,223706,339910,12,13.6,Urgence,Non,Oui,73,Rurale,Non,Oui,Oui
784,M,23,Célibataire,3,Aucun,Commerce,185999,71960,12,10.2,Achat équipement,Non,Oui,75,Rurale,Oui,Oui,Oui
785,M,53,Marié(e),0,Aucun,Commerce,165440,504220,12,6.4,Achat équipement,Oui,Non,60,Rurale,Non,Oui,Non
786,F,55,Célibataire,1,Secondaire,Artisanat,173737,322097,24,14.3,Stock,Non,Oui,76,Rurale,Oui,Non,Oui
787,F,28,Célibataire,0,Primaire,Commerce,244441,240654,12,12.1,Achat équipement,Non,Aucun,54,Rurale,Oui,Non,Oui
788,M,50,Marié(e),2,Secondaire,Commerce,219456,225369,18,14.1,Capital démarrage,Oui,Oui,44,Rurale,Oui,Oui,Non
789,M,41,Marié(e),1,Primaire,Artisanat,245450,523773,12,10.1,Urgence,Non,Oui,64,Urbaine,Oui,Non,Oui
790,F,40,Célibataire,2,Primaire,Commerce,159486,158203,12,5.4,Capital démarrage,Non,Oui,75,Urbaine,Oui,Oui,Oui
791,M,32,Célibataire,1,Primaire,Agriculture,209003,138229,12,8.8,Stock,Non,Oui,80,Urbaine,Oui,Non,Oui
792,F,44,Divorcé(e),2,Aucun,Agriculture,251320,167248,12,8.8,Capital démarrage,Oui,Oui,67,Urbaine,Oui,Non,Non
793,M,28,Célibataire,1,Primaire,Artisanat,124431,393762,12,4.6,Stock,Oui,Aucun,66,Urbaine,Oui,Oui,Non
794,F,68,Marié(e),2,Aucun,Artisanat,120657,496011,12,4.6,Capital démarrage,Non,Aucun,80,Rurale,Oui,Non,Oui
795,M,67,Marié(e),2,Primaire,Services,196512,232038,18,9.0,Urgence,Oui,Aucun,59,Urbaine,Oui,Non,Non
796,F,34,Célibataire,1,Primaire,Services,105903,145404,12,14.3,Capital démarrage,Non,Aucun,56,Rurale,Non,Non,Oui
797,F,68,Célibataire,1,Aucun,Artisanat,71050,165056,24,12.9,Achat équipement,Non,Aucun,89,Rurale,Oui,Non,Oui
798,F,31,Marié(e),1,Aucun,Commerce,250478,390551,6,7.7,Capital démarrage,Non,Non,60,Urbaine,Oui,Non,Oui
799,F,44,Marié(e),1,Primaire,Artisanat,260933,185319,12,12.6,Urgence,Oui,Oui,78,Urbaine,Oui,Oui,Non
800,F,35,Marié(e),1,Secondaire,Commerce,109198,532504,6,13.2,Stock,Non,Aucun,85,Urbaine,Oui,Non,Oui
801,F,45,Marié(e),0,Supérieur,Commerce,94080,107140,6,11.6,Capital démarrage,Non,Oui,68,Urbaine,Oui,Non,Oui
802,M,68,Divorcé(e),0,Aucun,Agriculture,140808,67802,24,11.5,Capital démarrage,Non,Oui,68,Rurale,Oui,Oui,Oui
803,F,64,Marié(e),2,Aucun,Agriculture,255168,98608,18,9.5,Achat équipement,Oui,Aucun,91,Rurale,Oui,Non,Non
804,F,64,Marié(e),0,Aucun,Artisanat,155355,515103,18,6.2,Stock,Oui,Aucun,45,Rurale,Oui,Non,Non
805,M,21,Marié(e),1,Primaire,Commerce,185681,408176,18,9.7,Stock,Non,Oui,45,Urbaine,Oui,Oui,Non
806,F,24,Marié(e),1,Secondaire,Agriculture,199495,576759,18,9.2,Stock,Non,Oui,77,Rurale,Oui,Non,Oui
807,F,62,Marié(e),1,Secondaire,Agriculture,190430,234963,18,12.5,Urgence,Non,Oui,58,Rurale,Non,Non,Oui
808,F,52,Marié(e),2,Secondaire,Artisanat,269644,166972,18,16.1,Urgence,Oui,Oui,77,Urbaine,Oui,Oui,Non
809,M,65,Marié(e),0,Aucun,Commerce,136806,359086,12,9.6,Achat équipement,Non,Oui,64,Urbaine,Oui,Non,Oui
810,M,26,Célibataire,2,Primaire,Commerce,173867,345805,12,14.1,Capital démarrage,Non,Aucun,77,Rurale,Oui,Non,Oui
811,F,25,Marié(e),0,Supérieur,Commerce,193945,375063,18,15.5,Urgence,Oui,Oui,51,Urbaine,Non,Oui,Non
812,F,69,Célibataire,1,Primaire,Commerce,177060,241143,6,7.4,Stock,Non,Oui,74,Rurale,Oui,Non,Oui
813,M,62,Célibataire,1,Primaire,Agriculture,106853,53243,18,16.7,Capital démarrage,Non,Aucun,57,Urbaine,Oui,Non,Oui
814,F,34,Célibataire,3,Supérieur,Commerce,91647,69267,6,5.5,Capital démarrage,Non,Oui,75,Urbaine,Oui,Non,Oui
815,F,34,Marié(e),1,Secondaire,Artisanat,90391,415104,18,16.7,Capital démarrage,Non,Aucun,95,Rurale,Oui,Non,Oui
816,M,66,Marié(e),1,Secondaire,Agriculture,223575,337791,12,6.7,Achat équipement,Non,Oui,52,Rurale,Non,Non,Oui
817,F,50,Célibataire,0,Primaire,Agriculture,130775,501556,12,9.1,Urgence,Non,Aucun,59,Rurale,Oui,Non,Oui
818,M,49,Marié(e),1,Primaire,Agriculture,208156,215225,6,12.7,Urgence,Non,Oui,63,Urbaine,Non,Non,Oui
819,M,25,Marié(e),3,Aucun,Commerce,185204,498509,18,16.7,Capital démarrage,Non,Oui,69,Rurale,Non,Non,Oui
820,M,36,Célibataire,2,Secondaire,Agriculture,121508,284020,6,8.0,Achat équipement,Non,Oui,30,Rurale,Oui,Non,Non
821,F,55,Marié(e),1,Aucun,Commerce,123006,103184,18,14.8,Achat équipement,Non,Non,65,Urbaine,Oui,Oui,Oui
822,M,20,Marié(e),2,Secondaire,Commerce,188040,587851,18,14.1,Urgence,Oui,Oui,61,Urbaine,Non,Oui,Non
823,M,22,Marié(e),1,Secondaire,Artisanat,184661,331564,12,6.7,Urgence,Non,Oui,61,Rurale,Oui,Non,Oui
824,M,30,Marié(e),1,Primaire,Commerce,209521,396213,24,11.0,Achat équipement,Non,Aucun,69,Rurale,Oui,Non,Oui
825,M,64,Marié(e),0,Aucun,Agriculture,152549,418938,6,11.0,Stock,Oui,Oui,70,Urbaine,Non,Non,Non
826,F,63,Célibataire,1,Aucun,Commerce,129197,249326,18,8.6,Achat équipement,Non,Aucun,70,Rurale,Oui,Non,Oui
827,M,48,Célibataire,1,Secondaire,Commerce,186592,461140,12,15.0,Stock,Oui,Aucun,48,Rurale,Oui,Non,Non
828,M,33,Célibataire,1,Secondaire,Agriculture,265195,528646,12,17.0,Urgence,Oui,Aucun,61,Rurale,Non,Oui,Non
829,F,67,Divorcé(e),2,Secondaire,Commerce,67399,262952,6,14.2,Achat équipement,Oui,Aucun,60,Rurale,Oui,Oui,Non
830,M,49,Célibataire,0,Primaire,Services,132056,411350,18,17.6,Achat équipement,Non,Oui,72,Rurale,Oui,Non,Oui
831,M,39,Célibataire,1,Primaire,Agriculture,215426,466418,24,5.2,Achat équipement,Non,Non,50,Urbaine,Oui,Non,Oui
832,M,46,Veuf/veuve,1,Secondaire,Commerce,192989,154569,6,5.0,Achat équipement,Non,Non,67,Rurale,Oui,Non,Oui
833,M,39,Divorcé(e),3,Primaire,Artisanat,216301,232927,6,16.6,Capital démarrage,Non,Oui,89,Rurale,Non,Non,Oui
834,M,60,Marié(e),0,Secondaire,Commerce,154220,109837,24,16.6,Capital démarrage,Non,Oui,30,Rurale,Oui,Non,Non
835,M,20,Célibataire,1,Secondaire,Artisanat,83285,381214,6,5.9,Urgence,Non,Oui,62,Urbaine,Oui,Oui,Oui
836,M,27,Célibataire,0,Aucun,Agriculture,280289,490515,12,9.3,Urgence,Oui,Oui,35,Urbaine,Oui,Non,Non
837,F,59,Marié(e),0,Aucun,Agriculture,245030,385961,12,15.8,Achat équipement,Non,Aucun,65,Rurale,Non,Oui,Oui
838,M,38,Célibataire,2,Primaire,Commerce,178549,148881,12,6.2,Capital démarrage,Non,Aucun,77,Urbaine,Oui,Oui,Oui
839,F,33,Célibataire,0,Aucun,Artisanat,129500,350502,18,8.1,Urgence,Oui,Aucun,57,Rurale,Oui,Non,Non
840,F,29,Marié(e),3,Secondaire,Services,150565,509213,24,13.7,Stock,Oui,Oui,78,Rurale,Non,Non,Non
841,M,19,Divorcé(e),0,Secondaire,Agriculture,193745,216498,12,17.8,Capital démarrage,Non,Oui,85,Rurale,Oui,Oui,Oui
842,F,58,Marié(e),1,Secondaire,Commerce,164902,507958,18,15.3,Capital démarrage,Non,Aucun,71,Rurale,Non,Oui,Oui
843,M,41,Marié(e),2,Secondaire,Agriculture,179130,481542,18,15.0,Capital démarrage,Oui,Oui,57,Urbaine,Non,Oui,Non
844,F,52,Marié(e),4,Aucun,Agriculture,276608,61957,12,9.1,Achat équipement,Non,Aucun,73,Rurale,Non,Oui,Oui
845,M,47,Célibataire,1,Primaire,Commerce,235420,181700,6,13.4,Stock,Oui,Aucun,90,Urbaine,Oui,Non,Non
846,M,47,Marié(e),3,Secondaire,Agriculture,109753,348618,18,6.0,Achat équipement,Non,Non,45,Rurale,Oui,Non,Non
847,M,64,Célibataire,0,Aucun,Agriculture,184615,444689,12,17.9,Urgence,Non,Oui,81,Urbaine,Oui,Non,Oui
848,F,52,Célibataire,0,Secondaire,Agriculture,148778,534291,12,11.0,Stock,Oui,Oui,45,Urbaine,Oui,Oui,Non
849,M,36,Marié(e),1,Secondaire,Agriculture,197876,402573,24,13.1,Achat équipement,Oui,Oui,42,Rurale,Oui,Oui,Non
850,F,67,Célibataire,1,Primaire,Services,176200,259189,18,16.3,Capital démarrage,Non,Oui,46,Rurale,Non,Non,Non
851,M,25,Divorcé(e),1,Primaire,Artisanat,358061,151544,24,4.5,Stock,Oui,Aucun,64,Urbaine,Oui,Non,Non
852,F,43,Célibataire,1,Primaire,Agriculture,205755,468019,12,17.7,Capital démarrage,Non,Oui,83,Rurale,Oui,Non,Oui
853,M,66,Marié(e),2,Secondaire,Artisanat,171948,163729,18,9.3,Urgence,Non,Oui,34,Rurale,Oui,Oui,Non
854,F,57,Marié(e),1,Aucun,Commerce,290580,432486,18,9.1,Stock,Oui,Non,79,Rurale,Oui,Oui,Non
855,M,24,Célibataire,1,Supérieur,Artisanat,192332,149666,24,6.5,Urgence,Non,Oui,62,Rurale,Non,Oui,Oui
856,M,47,Célibataire,1,Primaire,Agriculture,88876,100079,24,16.1,Urgence,Non,Aucun,48,Rurale,Oui,Oui,Non
857,M,24,Marié(e),3,Supérieur,Commerce,172533,188105,24,16.3,Urgence,Non,Oui,73,Urbaine,Oui,Oui,Oui
858,M,20,Veuf/veuve,1,Aucun,Artisanat,216822,206711,24,4.8,Stock,Non,Aucun,57,Rurale,Oui,Non,Oui
859,F,18,Veuf/veuve,1,Aucun,Agriculture,209071,405965,6,5.3,Urgence,Non,Aucun,95,Urbaine,Oui,Non,Oui
860,M,53,Marié(e),4,Secondaire,Services,240310,138485,18,16.9,Achat équipement,Non,Aucun,72,Urbaine,Oui,Oui,Oui
861,F,42,Marié(e),1,Secondaire,Artisanat,189222,561668,12,6.2,Achat équipement,Non,Oui,65,Rurale,Oui,Non,Oui
862,M,54,Marié(e),3,Primaire,Services,184986,354898,18,12.9,Urgence,Non,Oui,74,Rurale,Oui,Oui,Oui
863,M,18,Marié(e),0,Secondaire,Agriculture,95851,320012,24,12.9,Capital démarrage,Non,Aucun,85,Rurale,Oui,Oui,Oui
864,M,32,Marié(e),1,Secondaire,Agriculture,271705,289081,6,16.2,Urgence,Oui,Aucun,86,Urbaine,Non,Non,Non
865,M,54,Marié(e),0,Aucun,Agriculture,161663,361630,12,12.2,Urgence,Non,Aucun,78,Urbaine,Oui,Non,Oui
866,F,30,Veuf/veuve,0,Primaire,Services,121227,62345,18,10.4,Capital démarrage,Non,Oui,85,Urbaine,Non,Non,Oui
867,M,57,Marié(e),2,Secondaire,Agriculture,337674,594547,12,17.7,Stock,Non,Oui,83,Urbaine,Non,Non,Oui
868,M,25,Veuf/veuve,1,Primaire,Commerce,280805,356638,12,7.6,Stock,Non,Aucun,78,Rurale,Oui,Non,Oui
869,F,22,Marié(e),0,Primaire,Commerce,153135,69357,6,8.0,Urgence,Non,Oui,59,Rurale,Oui,Oui,Oui
870,F,26,Célibataire,1,Secondaire,Agriculture,67159,374487,6,5.6,Achat équipement,Oui,Oui,83,Rurale,Non,Non,Non
871,M,18,Célibataire,2,Primaire,Agriculture,136891,290393,18,17.7,Achat équipement,Non,Oui,58,Rurale,Non,Oui,Oui
872,M,53,Marié(e),2,Aucun,Commerce,274748,63220,12,14.0,Achat équipement,Non,Aucun,68,Rurale,Oui,Non,Oui
873,F,52,Marié(e),1,Supérieur,Artisanat,190602,558435,6,4.7,Urgence,Non,Oui,59,Rurale,Oui,Non,Oui
874,M,19,Veuf/veuve,2,Primaire,Agriculture,99033,55811,24,14.0,Achat équipement,Non,Oui,75,Rurale,Oui,Non,Oui
875,M,57,Célibataire,1,Secondaire,Artisanat,227038,367829,18,10.0,Achat équipement,Non,Oui,84,Rurale,Oui,Non,Oui
876,M,40,Veuf/veuve,0,Secondaire,Commerce,167408,578984,12,17.6,Stock,Non,Oui,58,Rurale,Oui,Non,Oui
877,F,26,Veuf/veuve,2,Aucun,Commerce,141077,180682,12,8.2,Urgence,Non,Aucun,43,Rurale,Oui,Non,Non
878,F,51,Célibataire,1,Aucun,Commerce,145629,189798,18,14.1,Stock,Oui,Oui,80,Rurale,Oui,Non,Non
879,M,63,Veuf/veuve,1,Primaire,Agriculture,258383,50232,12,13.0,Capital démarrage,Oui,Oui,80,Urbaine,Oui,Non,Non
880,M,31,Divorcé(e),1,Primaire,Commerce,212798,86493,18,4.7,Stock,Non,Oui,88,Rurale,Non,Oui,Oui
881,M,21,Marié(e),1,Secondaire,Artisanat,90836,74688,18,16.5,Urgence,Non,Oui,78,Rurale,Non,Oui,Oui
882,F,47,Marié(e),0,Secondaire,Agriculture,202031,502460,6,6.4,Achat équipement,Non,Oui,78,Rurale,Non,Oui,Oui
883,M,48,Divorcé(e),0,Primaire,Commerce,186456,510205,24,13.5,Urgence,Non,Aucun,54,Rurale,Oui,Non,Oui
884,M,55,Marié(e),0,Aucun,Agriculture,154775,449685,12,15.0,Stock,Non,Aucun,76,Urbaine,Oui,Non,Oui
885,F,28,Marié(e),1,Primaire,Artisanat,157939,244009,12,13.0,Urgence,Non,Oui,95,Rurale,Non,Oui,Oui
886,M,52,Veuf/veuve,4,Primaire,Commerce,128096,501689,24,5.8,Urgence,Oui,Oui,56,Rurale,Oui,Non,Non
887,F,25,Marié(e),0,Primaire,Commerce,140248,346875,12,17.7,Stock,Oui,Oui,46,Rurale,Oui,Non,Non
888,M,20,Marié(e),1,Aucun,Agriculture,197383,217370,18,7.7,Stock,Non,Aucun,67,Rurale,Oui,Non,Oui
889,M,31,Célibataire,3,Secondaire,Services,163345,290502,18,13.0,Capital démarrage,Oui,Oui,79,Urbaine,Non,Non,Non
890,M,30,Marié(e),1,Aucun,Agriculture,212740,86172,6,15.3,Capital démarrage,Non,Oui,68,Urbaine,Oui,Non,Oui
891,F,62,Célibataire,1,Primaire,Commerce,132901,569699,24,17.2,Stock,Non,Aucun,91,Rurale,Oui,Oui,Oui
892,F,49,Divorcé(e),3,Secondaire,Commerce,222449,390514,12,12.7,Urgence,Non,Oui,52,Rurale,Oui,Non,Oui
893,F,51,Marié(e),1,Aucun,Artisanat,258866,452178,12,8.0,Stock,Non,Oui,42,Rurale,Non,Non,Non
894,M,62,Célibataire,2,Primaire,Agriculture,179592,422120,24,15.8,Achat équipement,Non,Oui,86,Rurale,Oui,Non,Oui
895,F,36,Marié(e),0,Primaire,Artisanat,211237,417262,12,6.7,Capital démarrage,Oui,Oui,43,Rurale,Oui,Oui,Non
896,M,55,Célibataire,0,Aucun,Agriculture,213578,59493,18,4.8,Achat équipement,Non,Aucun,69,Rurale,Oui,Non,Oui
897,M,33,Marié(e),0,Aucun,Commerce,149874,338954,18,16.8,Urgence,Non,Aucun,86,Rurale,Oui,Non,Oui
898,F,19,Divorcé(e),2,Supérieur,Commerce,213801,501940,12,12.3,Achat équipement,Non,Oui,68,Rurale,Oui,Non,Oui
899,M,57,Veuf/veuve,2,Primaire,Artisanat,43893,74485,6,5.4,Stock,Oui,Oui,54,Rurale,Oui,Non,Non
900,M,34,Célibataire,2,Supérieur,Commerce,20006,575891,6,12.3,Stock,Non,Oui,84,Rurale,Non,Non,Non
901,M,51,Célibataire,1,Primaire,Artisanat,160231,283287,18,6.5,Stock,Non,Oui,67,Urbaine,Non,Oui,Oui
902,M,59,Veuf/veuve,0,Primaire,Agriculture,218007,209442,12,4.9,Achat équipement,Non,Oui,61,Rurale,Oui,Non,Oui
903,M,33,Divorcé(e),1,Primaire,Services,174896,342501,12,6.1,Achat équipement,Oui,Non,89,Urbaine,Oui,Oui,Non
904,F,55,Marié(e),2,Primaire,Agriculture,224752,490667,12,15.0,Achat équipement,Non,Oui,59,Urbaine,Oui,Non,Oui
905,M,19,Marié(e),1,Primaire,Commerce,107895,311115,12,14.7,Stock,Non,Oui,56,Rurale,Non,Non,Oui
906,F,19,Marié(e),3,Primaire,Commerce,232970,404808,18,12.7,Stock,Non,Oui,51,Rurale,Oui,Non,Oui
907,F,43,Veuf/veuve,3,Primaire,Commerce,277728,324952,24,7.3,Stock,Non,Oui,83,Rurale,Oui,Non,Oui
908,M,30,Marié(e),1,Aucun,Agriculture,138215,397199,12,14.5,Achat équipement,Non,Oui,71,Urbaine,Oui,Non,Oui
909,M,64,Célibataire,0,Aucun,Commerce,226259,125917,12,10.0,Achat équipement,Non,Oui,57,Rurale,Oui,Non,Oui
